RecordNo,endtime,qweek,Gender,age,region,household_size,household_children,employment_status,i1_health,i2_health,i7a_health,i3_health,i4_health,i5_health_1,i5_health_2,i5_health_3,i5_health_4,i5_health_5,i5_health_99,i5a_health,i6_health,i7b_health,i8_health,i9_health,i10_health,i11_health,i12_health_1,i12_health_2,i12_health_3,i12_health_4,i12_health_5,i12_health_6,i12_health_7,i12_health_8,i12_health_9,i12_health_10,i12_health_11,i12_health_12,i12_health_13,i12_health_14,i12_health_15,i12_health_16,i12_health_17,i12_health_18,i12_health_19,i12_health_20,i13_health,i14_health_1,i14_health_2,i14_health_3,i14_health_4,i14_health_5,i14_health_6,i14_health_7,i14_health_8,i14_health_9,i14_health_10,i14_health_96,i14_health_98,i14_health_99,i14_health_other,d1_health_1,d1_health_2,d1_health_3,d1_health_4,d1_health_5,d1_health_6,d1_health_7,d1_health_8,d1_health_9,d1_health_10,d1_health_11,d1_health_12,d1_health_13,d1_health_98,d1_health_99,weight
1978,2020-04-01 18:31:30,week 1,Male,52,Scotland,2,0,Full time employment,1,10,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Not sure,Not sure,Not sure,Not at all,Frequently,Sometimes,Always,Always,Sometimes,Always,Always,Not at all, ,Always,Frequently,Frequently,Always,Sometimes,Sometimes,Not at all,Not at all,Sometimes,Not at all,20,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.942043014875
1979,2020-04-01 18:32:09,week 1,Male,55,North West,4,2,Part time employment,3,0,1,"No, I have not","No, they have not",No,No,No,No,Yes,No,No,Frequently,No,No,Yes,Very easy,Very willing,Not at all,Frequently,Not at all,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.835825207279
1981,2020-04-01 18:32:30,week 1,Male,49,Northern Ireland,1,0,Full time employment,0,0,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Always,No,Not sure,Not sure,Somewhat easy,Somewhat willing,Sometimes,Frequently,Sometimes,Always,Always,Frequently,Always,Always,Sometimes, ,Frequently,Frequently,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,8,No,No,No,No,No,No,No,No,No,No,Yes,No,No,I work on a ship,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,1.05541339253
1982,2020-04-01 18:33:20,week 1,Male,50,Yorkshire and the Humber,6,4,Part time employment,5,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Neither willing nor unwilling,Sometimes,Always,Frequently,Always,Always,Always,Sometimes,Always,Rarely,Always,Always,Always,Always,Always,Always,Sometimes,Sometimes,Sometimes,Frequently,Sometimes,40,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.690490074932
1983,2020-04-01 18:34:10,week 1,Female,69,South West,2,0,Retired,2,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Always,Always,Always,Always,Always,Always,Sometimes,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Frequently,Always,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,.633992054196
1984,2020-04-01 18:34:22,week 1,Female,66,Scotland,1,0,Retired,0,30,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Sometimes,Frequently,Not at all,Not at all,Frequently,Frequently,20, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.638914854379
1985,2020-04-01 18:34:45,week 1,Male,92,Scotland,1,0,Retired,0,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Frequently,Frequently,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1.06212449425
1986,2020-04-01 18:35:01,week 1,Male,29,North West,1,0,Full time employment,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Somewhat willing,Not at all,Always,Sometimes,Always,Always,Not at all,Always,Always,Rarely, ,Always,Frequently,Always,Always,Frequently,Rarely,Not at all,Always,Sometimes,Always,3,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1.8771507712
1987,2020-04-01 18:35:19,week 1,Female,44,East of England,3,1,Not working,2,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Always,10, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.902934966274
1988,2020-04-01 18:35:34,week 1,Male,55,Scotland,1,0,Unemployed,0,1,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Not at all, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Always,Not at all,Frequently,3, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,.942043014875
1989,2020-04-01 18:35:59,week 1,Female,56,London,1,0,Not working,0,3,1,"No, I have not", , , , , , , , , , , ,Yes,Somewhat difficult,Somewhat willing,Frequently,Always,Not at all,Sometimes,Sometimes,Frequently,Sometimes,Always, , ,Always,Always,Always,Always,Frequently,Frequently,Not at all,Not at all,Rarely,Always,10, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,1.33392824261
1990,2020-04-01 18:36:40,week 1,Male,54,Yorkshire and the Humber,2,0,Full time employment,1,10,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very difficult,Somewhat willing,Sometimes,Frequently,Sometimes,Always,Rarely,Not at all,Not at all,Not at all,Not at all, ,Always,Not at all,Frequently,Always,Always,Rarely,Not at all,Not at all,Sometimes,Frequently,4,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Central Gov,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,.648567983646
1991,2020-04-01 18:36:50,week 1,Female,34,West Midlands,5,3,Full time employment,4,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,.875668448023
1992,2020-04-01 18:39:22,week 1,Male,60,South West,1,0,Not working,0,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Somewhat willing,Not at all,Sometimes,Frequently,Rarely,Not at all,Sometimes,Not at all,Not at all, , ,Always,Not at all,Not at all,Not at all,Sometimes,Sometimes,Not at all,Not at all,Rarely,Rarely,6, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.957785347941
1993,2020-04-01 18:39:32,week 1,Male,50,Yorkshire and the Humber,3,1,Full time employment,2,5,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Not at all,Always,Not at all,Not at all,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Not at all,Not at all,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.690490074932
1994,2020-04-01 18:41:30,week 1,Male,57,Scotland,3,0,Part time employment,2,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.942043014875
1995,2020-04-01 18:42:00,week 1,Female,47,South East,1,0,Full time employment,1,0,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Always,No,No,Yes,Very easy,Very willing,Not at all,Always,Not at all,Sometimes,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.02843110698
1996,2020-04-01 18:42:55,week 1,Male,20,South West,5,0,Full time student,4,2,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Neither willing nor unwilling,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,3, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.02827166915
1997,2020-04-01 18:47:30,week 1,Female,44,London,3,3,Full time employment,2,0,1,"No, I have not","No, they have not",Yes,Yes,No,No,No,No,No,Always,No,No,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,Always,Always,Always,Frequently,Always,Sometimes,Sometimes,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.45904098668
1998,2020-04-01 18:48:34,week 1,Male,47,South West,4,2,Full time employment,3,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Not at all,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.700935795734
1999,2020-04-01 18:49:02,week 1,Male,50,Yorkshire and the Humber,4,1,Full time employment,3,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Sometimes,Sometimes,Always,Always,Not at all,Always,Always,Always,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Sometimes,Frequently,12,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.956203139904
2000,2020-04-01 18:50:35,week 1,Male,62,Yorkshire and the Humber,2,0,Full time employment,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Rarely,8,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.664526235818
2001,2020-04-01 18:51:21,week 1,Male,63,Scotland,4,0,Retired,3,0,0,"No, I have not","No, they have not",Yes,No,No,No,Yes,No,No,Always,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Not at all,Frequently,Always,Always, , ,Always,Always,Not at all,Always,Always,Frequently,Not at all,Not at all,Always,Frequently,12, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,.679598249461
2002,2020-04-01 18:52:13,week 1,Female,70,Yorkshire and the Humber,2,2,Retired,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Frequently,Always,Always,Sometimes,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Frequently,Always,5, , , , , , , , , , , , , ,__NA__, , , , , , , , , , , , , , , ,1.39911600474
2003,2020-04-01 18:52:43,week 1,Female,43,Northern Ireland,2,0,Part time employment,1,10,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Not at all,Always,Frequently, ,Always,Always,Always,Always,Always,Sometimes,Always,Always,Frequently,Always,20,No,No,No,Yes,No,No,No,No,No,No,No,No,No,__NA__, , , , , , , , , , , , , , , ,1.09562451152
2004,2020-04-01 18:53:40,week 1,Male,33,North West,2,0,Full time employment,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Rarely,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Not at all,Sometimes,Always,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.787060736644
2005,2020-04-01 18:54:21,week 1,Female,56,East of England,4,0,Part time employment,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Always,Always,Always,Frequently,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Frequently,Not at all,Frequently,Always,Always,10,No,Yes,No,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.795246736647
2006,2020-04-01 18:54:51,week 1,Female,32,West Midlands,Prefer not to say,Prefer not to say,Part time employment,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,No,Neither easy nor difficult,Somewhat willing,Always,Always,Always,Always,Always,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,Always,999,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.843568103346
2007,2020-04-01 18:55:24,week 1,Female,42,East Midlands,3,0,Full time employment,2,0,1,"No, I have not","No, they have not",No,No,No,Yes,No,No,Not sure,Frequently,No,Not sure,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Always,Frequently,Frequently,Always,Always,Sometimes,Always, ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Always,10,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,.797162816864
2008,2020-04-01 18:55:57,week 1,Female,37,Northern Ireland,4,2,Full time employment,3,5,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Somewhat willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Sometimes,Not at all,Not at all,Sometimes,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.958448162127
2009,2020-04-01 18:56:22,week 1,Female,47,North West,3,1,Other,2,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Frequently,Always,Always,Frequently,Always,Always, ,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Frequently,Frequently,Always,50, , , , , , , , , , , , , ,__NA__,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,.878479480969
2010,2020-04-01 18:57:49,week 1,Male,53,East of England,2,0,Unemployed,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Rarely,Frequently,Frequently,Always,Always,Frequently,Not at all,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Sometimes,Frequently,8, , , , , , , , , , , , , ,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,1.14607618382
2011,2020-04-01 18:57:56,week 1,Male,25,London,2,0,Full time employment,0,2,0,"No, I have not","No, they have not",No,No,Yes,Yes,No,No,Yes,Always,No,No,Yes,Very easy,Very willing,Not at all,Always,Always,Always,Frequently,Always,Always,Always,Always, ,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Always,4,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.52703025524
2012,2020-04-01 18:58:25,week 1,Male,54,North East,1,0,Not working,0,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Very easy,Very willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Always,Always,Sometimes,Always,4, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.857330167794
2013,2020-04-01 18:58:34,week 1,Female,54,North East,4,0,Full time employment,3,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Always,Frequently, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Rarely,Frequently,Frequently,12,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Hospitality,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.594889788125
2014,2020-04-01 18:58:40,week 1,Male,27,North East,2,0,Full time employment,1,0,0,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very unwilling,Not at all,Always,Not at all,Always,Always,Frequently,Frequently,Always,Frequently, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Rarely,Frequently,Frequently,5,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,.943071049506
2015,2020-04-01 18:59:04,week 1,Female,39,East of England,6,0,Part time employment,5,0,2,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat difficult,Very willing,Not at all,Frequently,Frequently,Always,Frequently,Frequently,Always,Always,Frequently, ,Frequently,Always,Always,Always,Always,Frequently,Always,Not at all,Rarely,Frequently,20,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Foodbank,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,.84094055074
2016,2020-04-01 18:59:31,week 1,Female,37,Northern Ireland,4,2,Part time employment,3,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Frequently,Always,Always,Sometimes,Always,Always,Always,Always,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Always,Always,20,No,No,No,No,No,No,No,No,No,No,No,No,Yes,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.994920044169
2017,2020-04-01 18:59:32,week 1,Female,47,Northern Ireland,2,0,Full time employment,1,50,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Frequently,Frequently,Always,Sometimes,Frequently,Not at all,Always,Not at all, ,Always,Frequently,Always,Always,Frequently,Frequently,Not at all,Not at all,Rarely,Frequently,20,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.06826587889
2018,2020-04-01 19:01:16,week 1,Female,49,West Midlands,2,0,Not working,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Not at all,Always,Not at all,Always,Always,Frequently,Always,Always, , ,Always,Always,Always,Always,Always,Frequently,Not at all,Not at all,Frequently,Not at all,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.964302429366
2019,2020-04-01 19:02:00,week 1,Female,46,Scotland,1,0,Full time employment,0,20,1,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Not at all,No,No,Yes,Very difficult,Very willing,Not at all,Always,Frequently,Always,Always,Not at all,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Not at all,Always,Always,20,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Agriculture,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,1.05411701928
2020,2020-04-01 19:03:28,week 1,Male,43,Scotland,2,0,Full time employment,1,0,1,"No, I have not","No, they have not",No,No,No,No,No,Yes, , , , ,Yes,Somewhat easy,Very willing,Always,Always,Always,Always,Frequently,Sometimes,Always,Always,Not at all, ,Always,Always,Always,Always,Always,Sometimes,Not at all,Sometimes,Frequently,Frequently,14,No,No,Yes,No,No,No,No,No,No,No,No,No,No,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.70637839843
2021,2020-04-01 19:03:32,week 1,Female,59,Yorkshire and the Humber,2,0,Other,1,0,0,"No, I have not","No, they have not",Yes,No,No,No,No,No,No,Frequently,No,No,Yes,Neither easy nor difficult,Very willing,Not at all,Always,Always,Always,Always,Always,Always,Always, , ,Always,Always,Always,Always,Always,Always,Always,Not at all,Always,Always,15, , , , , , , , , , , , , ,__NA__,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,.978212555568
